sample_id,sample_type,review_track,language,audit_id,finding_stable_id,card_object_id,field_path,flat_key,lv_source_value,de_reference_value,crowdin_target_value,luna_category,luna_severity,luna_reason,canonical_review_bucket,audit_status,audit_rationale,linked_to_staging
FLAG-nn-semantic-DISC-G2-A1-NN-L0009,FLAGGED,TARGET_LANGUAGE,nn,DISC-G2-A1-NN-L0009,g2/a1/nn|Mittag|idx:410|lv|MISTRANSLATION|gpt-5.6-luna,Mittag|idx:410,lv,a1.card.mittag.native,pusdiena,Mittag,Keskpäev,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-nn-semantic-DISC-G2-A1-NN-L0004,FLAGGED,TARGET_LANGUAGE,nn,DISC-G2-A1-NN-L0004,g2/a1/nn|Ei|idx:153|lv|TRANSLATION_ERROR|gpt-5.6-luna,Ei|idx:153,lv,a1.card.ei.native,ola,Ei,Munn,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-nn-multi-G2A1P3-NN-0077,FLAGGED,TARGET_LANGUAGE,nn,G2A1P3-NN-0077,g2/a1/nn|a1-lassen|a1.card.a1-lassen.native|MULTI_TRANSLATION|deterministic/multi-translation,a1-lassen,a1.card.a1-lassen.native,a1.card.a1-lassen.native,atstāt • ļaut,lassen,Kjempe • Laskma,,MEDIUM,Multiple translation candidates separated by •,MULTI_TRANSLATION_REVIEW_REQUIRED,LIKELY_REAL_ERROR,Multiple meanings in primary native translation field (• delimiter) likely violates one-card-one-meaning convention.,true
FLAG-nn-missing-DISC-G2-A1-NN-L0008,FLAGGED,TARGET_LANGUAGE,nn,DISC-G2-A1-NN-L0008,g2/a1/nn|heute|idx:281|lv|MISTRANSLATION|gpt-5.6-luna,heute|idx:281,lv,a1.card.heute.native,šodien,heute,Takk,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-nn-grammar_ortho-DISC-G2-A1-NN-L0005,FLAGGED,TARGET_LANGUAGE,nn,DISC-G2-A1-NN-L0005,g2/a1/nn|Geschichte|idx:233|study.examples[0].lv; study.comparison[0].example|GRAMMAR|gpt-5.6-luna,Geschichte|idx:233,study.examples[0].lv; study.comparison[0].example,a1.card.a1-geschichte-study.study.comparison[0].example,eine interessante Geschichte – interesants stāsts,eine interessante Geschichte – interesants stāsts,eine interessante Geschichte – ein interessant historia,,MEDIUM,study.examples[0].lv; study.comparison[0].example,GRAMMAR_MORPHOLOGY_OR_FORM,LIKELY_REAL_ERROR,Grammar/orthography bucket (GRAMMAR_MORPHOLOGY_OR_FORM) with non-empty divergent target; likely needs human review.,true
FLAG-nn-other-DISC-G2-A1-NN-L0003,FLAGGED,TARGET_LANGUAGE,nn,DISC-G2-A1-NN-L0003,g2/a1/nn|Hand|idx:267|lv; study.translation; study.explanation; study.examples; study.comparison|TARGET_LANGUAGE_ERROR|gpt-5.6-luna,Hand|idx:267,lv; study.translation; study.explanation; study.examples; study.comparison,a1.card.a1-hand-study.native,plauksta,Hand,hand,,HIGH,lv; study.translation; study.explanation; study.examples; study.comparison,WRONG_OR_MIXED_TARGET_LANGUAGE,FALSE_POSITIVE,Target value equals LV or DE reference (loanword/international form); likely not a wrong-language defect.,true
FLAG-pl-wrong_or_mixed-DISC-G2-A1-PL-L0015,FLAGGED,TARGET_LANGUAGE,pl,DISC-G2-A1-PL-L0015,g2/a1/pl|beginnen|idx:77|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna,beginnen|idx:77,lv,a1.card.beginnen.native,sākt,beginnen,Zacząć,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-pl-wrong_or_mixed-DISC-G2-A1-PL-L0004,FLAGGED,TARGET_LANGUAGE,pl,DISC-G2-A1-PL-L0004,g2/a1/pl|Film|idx:185|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna,Film|idx:185,lv,a1.card.film.native,filma,Film,Film,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,FALSE_POSITIVE,Target value equals LV or DE reference (loanword/international form); likely not a wrong-language defect.,true
FLAG-pl-semantic-DISC-G2-A1-PL-L0001,FLAGGED,TARGET_LANGUAGE,pl,DISC-G2-A1-PL-L0001,g2/a1/pl|ganz|idx:219|lv; study.translation|MISTRANSLATION|gpt-5.6-luna,ganz|idx:219,lv; study.translation,a1.card.a1-ganz-study.native,vesels,ganz,Zdrowy,,HIGH,lv; study.translation,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-pl-semantic-DISC-G2-A1-PL-L0024,FLAGGED,TARGET_LANGUAGE,pl,DISC-G2-A1-PL-L0024,g2/a1/pl|Zitrone|idx:666|lv|TRANSLATION_ERROR|gpt-5.6-luna,Zitrone|idx:666,lv,a1.card.zitrone.native,citrons,Zitrone,Cytrynowy,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-pl-multi-G2A1P3-PL-0137,FLAGGED,TARGET_LANGUAGE,pl,G2A1P3-PL-0137,g2/a1/pl|a1-wer|a1.card.a1-wer.native|MULTI_TRANSLATION|deterministic/multi-translation,a1-wer,a1.card.a1-wer.native,a1.card.a1-wer.native,kas • kurš,wer,Kto • Kto,,MEDIUM,Multiple translation candidates separated by •,MULTI_TRANSLATION_REVIEW_REQUIRED,LIKELY_REAL_ERROR,Multiple meanings in primary native translation field (• delimiter) likely violates one-card-one-meaning convention.,true
FLAG-pl-missing-DISC-G2-A1-PL-L0015,FLAGGED,TARGET_LANGUAGE,pl,DISC-G2-A1-PL-L0015,g2/a1/pl|Gurke|idx:258|lv|LANGUAGE_MISMATCH|gpt-5.6-luna,Gurke|idx:258,lv,a1.card.gurke.native,gurķis,Gurke,Ogórek,,CRITICAL,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-pl-grammar_ortho-G2A1P3-PL-0113,FLAGGED,TARGET_LANGUAGE,pl,G2A1P3-PL-0113,g2/a1/pl|a1-probieren|a1.card.a1-probieren.native|MULTI_TRANSLATION|deterministic/multi-translation,a1-probieren,a1.card.a1-probieren.native,a1.card.a1-probieren.native,izmēģināt • nogaršot,probieren,Spróbować • Skosztować,,MEDIUM,Multiple translation candidates separated by •,MULTI_TRANSLATION_REVIEW_REQUIRED,LIKELY_REAL_ERROR,Multiple meanings in primary native translation field (• delimiter) likely violates one-card-one-meaning convention.,true
FLAG-pl-other-DISC-G2-A1-PL-L0004,FLAGGED,TARGET_LANGUAGE,pl,DISC-G2-A1-PL-L0004,g2/a1/pl|etwas|idx:169|study.explanation[1]|STYLE_ONLY|gpt-5.6-luna,etwas|idx:169,study.explanation[1],a1.card.a1-etwas.study.explanation[1],Ich habe etwas gesehen. — Es kaut ko redzēju.,Ich habe etwas gesehen. — Es kaut ko redzēju.,"Jeśli etwas zastępuje nieznaną rzecz, łotewski zwykle coś mówi.",,LOW,study.explanation[1],STYLE_FLUENCY_OR_REGISTER,LIKELY_REAL_ERROR,Other bucket (STYLE_FLUENCY_OR_REGISTER) flagged with resolvable staging context.,true
FLAG-pt-wrong_or_mixed-DISC-G2-A1-PT-L0003,FLAGGED,TARGET_LANGUAGE,pt,DISC-G2-A1-PT-L0003,g2/a1/pt|um|idx:611|study|TARGET_LANGUAGE_CONTAMINATION|gpt-5.6-luna,um|idx:611,study,a1.card.a1-um.study.comparison[0].example,Ich komme um acht.,Ich komme um acht.,Ich komme um acht.,,HIGH,study,WRONG_OR_MIXED_TARGET_LANGUAGE,FALSE_POSITIVE,Target value equals LV or DE reference (loanword/international form); likely not a wrong-language defect.,true
FLAG-pt-wrong_or_mixed-DISC-G2-A1-PT-L0003,FLAGGED,TARGET_LANGUAGE,pt,DISC-G2-A1-PT-L0003,g2/a1/pt|Orange|idx:466|lv|LANGUAGE_MISMATCH|gpt-5.6-luna,Orange|idx:466,lv,a1.card.orange.native,apelsīns,Orange,Uma laranja...,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-pt-semantic-DISC-G2-A1-PT-L0003,FLAGGED,TARGET_LANGUAGE,pt,DISC-G2-A1-PT-L0003,g2/a1/pt|Laden|idx:349|lv; study.translation; study.explanation; study.examples; study.tip; study.important|TRANSLATION_ERROR|gpt-5.6-luna,Laden|idx:349,lv; study.translation; study.explanation; study.examples; study.tip; study.important,a1.card.a1-laden-study.native,veikals,Laden,Vekals,,HIGH,lv; study.translation; study.explanation; study.examples; study.tip; study.important,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-pt-semantic-DISC-G2-A1-PT-L0013,FLAGGED,TARGET_LANGUAGE,pt,DISC-G2-A1-PT-L0013,g2/a1/pt|schlafen|idx:512|lv|MISTRANSLATION|gpt-5.6-luna,schlafen|idx:512,lv,a1.card.schlafen.native,gulēt,schlafen,Escuna,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-pt-multi-G2A1P3-PT-0026,FLAGGED,TARGET_LANGUAGE,pt,G2A1P3-PT-0026,g2/a1/pt|a1-es|a1.card.a1-es.native|MULTI_TRANSLATION|deterministic/multi-translation,a1-es,a1.card.a1-es.native,a1.card.a1-es.native,tas,es,Bolsa • Tā • Formulário Bezpersoniska,,MEDIUM,Multiple translation candidates separated by •,MULTI_TRANSLATION_REVIEW_REQUIRED,LIKELY_REAL_ERROR,Multiple meanings in primary native translation field (• delimiter) likely violates one-card-one-meaning convention.,true
FLAG-pt-missing-DISC-G2-A1-PT-L0014,FLAGGED,TARGET_LANGUAGE,pt,DISC-G2-A1-PT-L0014,g2/a1/pt|beide|idx:79|lv|INCOMPLETE_TRANSLATION|gpt-5.6-luna,beide|idx:79,lv,a1.card.beide.native,abi,beide,AB…,,HIGH,lv,MISSING_OR_UNTRANSLATED,FALSE_POSITIVE,Finding claims missing/untranslated but staging contains a non-empty target value.,true
FLAG-pt-grammar_ortho-DISC-G2-A1-PT-L0013,FLAGGED,TARGET_LANGUAGE,pt,DISC-G2-A1-PT-L0013,g2/a1/pt|oben|idx:458|lv|SPELLING|gpt-5.6-luna,oben|idx:458,lv,a1.card.oben.native,augšā,oben,Augsha,,MEDIUM,lv,ORTHOGRAPHY_SPELLING_OR_DIACRITICS,LIKELY_REAL_ERROR,Grammar/orthography bucket (ORTHOGRAPHY_SPELLING_OR_DIACRITICS) with non-empty divergent target; likely needs human review.,true
FLAG-pt-other-DISC-G2-A1-PT-L0015,FLAGGED,TARGET_LANGUAGE,pt,DISC-G2-A1-PT-L0015,g2/a1/pt|Jahr|idx:329|lv|CORRUPTED_CONTENT|gpt-5.6-luna,Jahr|idx:329,lv,a1.card.jahr.native,gads,Jahr,# Sim'. #,,CRITICAL,lv,CONTENT_CORRUPTION_OR_UNRELATED,LIKELY_REAL_ERROR,Other bucket (CONTENT_CORRUPTION_OR_UNRELATED) flagged with resolvable staging context.,true
FLAG-ro-wrong_or_mixed-DISC-G2-A1-RO-L0003,FLAGGED,TARGET_LANGUAGE,ro,DISC-G2-A1-RO-L0003,g2/a1/ro|Obst|idx:693|lv; study.translation; study.explanation; study.examples.lv; study.tip; study.important|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna,Obst|idx:693,lv; study.translation; study.explanation; study.examples.lv; study.tip; study.important,a1.card.a1-obst.native,augļi,Obst,Fructe,,CRITICAL,lv; study.translation; study.explanation; study.examples.lv; study.tip; study.important,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-ro-wrong_or_mixed-DISC-G2-A1-RO-L0003,FLAGGED,TARGET_LANGUAGE,ro,DISC-G2-A1-RO-L0003,g2/a1/ro|an|idx:12|lv / study|LANGUAGE_MISMATCH|gpt-5.6-luna,an|idx:12,lv / study,a1.card.a1-an.native,pie,an,La • La • Prezent,,HIGH,lv / study,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-ro-semantic-DISC-G2-A1-RO-L0011,FLAGGED,TARGET_LANGUAGE,ro,DISC-G2-A1-RO-L0011,g2/a1/ro|hinter|idx:284|lv|TRANSLATION_ERROR|gpt-5.6-luna,hinter|idx:284,lv,a1.card.hinter.native,aiz,hinter,Din spatele,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-ro-semantic-DISC-G2-A1-RO-L0002,FLAGGED,TARGET_LANGUAGE,ro,DISC-G2-A1-RO-L0002,g2/a1/ro|Wetter|idx:658|lv/study|TRANSLATION_ERROR|gpt-5.6-luna,Wetter|idx:658,lv/study,a1.card.a1-wetter.native,laiks (laikapstākļi),Wetter,Timp (vreme),,HIGH,lv/study,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-ro-multi-G2A1P3-RO-0074,FLAGGED,TARGET_LANGUAGE,ro,G2A1P3-RO-0074,g2/a1/ro|a1-in|a1.card.a1-in.study.important[0]|MULTI_TRANSLATION|deterministic/multi-translation,a1-in,a1.card.a1-in.study.important[0],a1.card.a1-in.study.important[0],"in nav vienmēr burtiski “iekšā”; latviski bieži saka Berlīnē, skolā, uz kino.","in nav vienmēr burtiski “iekšā”; latviski bieži saka Berlīnē, skolā, uz kino.","În nu este întotdeauna literal „în” • Letona se spune des la Berlin, la școală, la cinema.",,MEDIUM,Multiple translation candidates separated by •,MULTI_TRANSLATION_REVIEW_REQUIRED,FALSE_POSITIVE,• delimiter appears inside Study sub-structure where multiple elements may be intentional.,true
FLAG-ro-missing-DISC-G2-A1-RO-L0001,FLAGGED,TARGET_LANGUAGE,ro,DISC-G2-A1-RO-L0001,g2/a1/ro|Fußball|idx:218|lv; study|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna,Fußball|idx:218,lv; study,a1.card.a1-fussball-study.native,futbols,Fußball,fotbal,,CRITICAL,lv; study,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-ro-grammar_ortho-DISC-G2-A1-RO-L0002,FLAGGED,TARGET_LANGUAGE,ro,DISC-G2-A1-RO-L0002,g2/a1/ro|Regenschirm|idx:494|lv|ORTHOGRAPHY|gpt-5.6-luna,Regenschirm|idx:494,lv,a1.card.regenschirm.native,lietussargs,Regenschirm,O umbrela,,MEDIUM,lv,ORTHOGRAPHY_SPELLING_OR_DIACRITICS,LIKELY_REAL_ERROR,Grammar/orthography bucket (ORTHOGRAPHY_SPELLING_OR_DIACRITICS) with non-empty divergent target; likely needs human review.,true
FLAG-ro-other-DISC-G2-A1-RO-L0001,FLAGGED,TARGET_LANGUAGE,ro,DISC-G2-A1-RO-L0001,g2/a1/ro|rechts|idx:491|lv|DUPLICATION|gpt-5.6-luna,rechts|idx:491,lv,a1.card.rechts.native,pa labi • labais,rechts,La dreapta • La dreapta,,MEDIUM,lv,DUPLICATION,LIKELY_REAL_ERROR,Other bucket (DUPLICATION) flagged with resolvable staging context.,true
FLAG-ru-wrong_or_mixed-DISC-G2-A1-RU-L0006,FLAGGED,TARGET_LANGUAGE,ru,DISC-G2-A1-RU-L0006,g2/a1/ru|Herbst|idx:279|lv|TARGET_LANGUAGE|gpt-5.6-luna,Herbst|idx:279,lv,a1.card.herbst.native,rudens,Herbst,Осень,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-ru-wrong_or_mixed-DISC-G2-A1-RU-L0025,FLAGGED,TARGET_LANGUAGE,ru,DISC-G2-A1-RU-L0025,g2/a1/ru|Jeans|idx:306|lv|TARGET_LANGUAGE|gpt-5.6-luna,Jeans|idx:306,lv,a1.card.jeans.native,džinsi,Jeans,Джинсы,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-ru-semantic-DISC-G2-A1-RU-L0004,FLAGGED,TARGET_LANGUAGE,ru,DISC-G2-A1-RU-L0004,g2/a1/ru|im|idx:293|lv; study.translation; study.explanation; study.examples; study.important|MEANING_ERROR|gpt-5.6-luna,im|idx:293,lv; study.translation; study.explanation; study.examples; study.important,a1.card.a1-im.native,iekšā (-ā) • kur?,im,В • Где?,,HIGH,lv; study.translation; study.explanation; study.examples; study.important,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-ru-semantic-DISC-G2-A1-RU-L0001,FLAGGED,TARGET_LANGUAGE,ru,DISC-G2-A1-RU-L0001,g2/a1/ru|bitten|idx:98|lv|MISTRANSLATION|gpt-5.6-luna,bitten|idx:98,lv,a1.card.bitten.native,lūgt,bitten,Спросить,,MEDIUM,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-ru-multi-G2A1P3-RU-0073,FLAGGED,TARGET_LANGUAGE,ru,G2A1P3-RU-0073,g2/a1/ru|a1-ins|a1.card.a1-ins.study.tip[1]|MULTI_TRANSLATION|deterministic/multi-translation,a1-ins,a1.card.a1-ins.study.tip[1],a1.card.a1-ins.study.tip[1],Kurp? → ins; kur? → im — šis ir galvenais atšķirības punkts!,Kurp? → ins; kur? → im — šis ir galvenais atšķirības punkts!,Где? → инс • Где? → им - это главное отличие!,,MEDIUM,Multiple translation candidates separated by •,MULTI_TRANSLATION_REVIEW_REQUIRED,FALSE_POSITIVE,• delimiter appears inside Study sub-structure where multiple elements may be intentional.,true
FLAG-ru-missing-DISC-G2-A1-RU-L0023,FLAGGED,TARGET_LANGUAGE,ru,DISC-G2-A1-RU-L0023,g2/a1/ru|dreizehn|idx:147|lv|LANGUAGE_MISMATCH|gpt-5.6-luna,dreizehn|idx:147,lv,a1.card.dreizehn.native,trīspadsmit,dreizehn,Тринадцать,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-ru-grammar_ortho-DISC-G2-A1-RU-L0003,FLAGGED,TARGET_LANGUAGE,ru,DISC-G2-A1-RU-L0003,g2/a1/ru|Obst|idx:693|study.explanation|GRAMMAR_ERROR|gpt-5.6-luna,Obst|idx:693,study.explanation,a1.card.a1-obst.study.explanation[0],Galvenā doma: Augļi kopumā. Vācu valodā nav daudzskaitļa formas *die Obsts.,Galvenā doma: Augļi kopumā. Vācu valodā nav daudzskaitļa formas *die Obsts.,Основная идея: Фрукты в целом. В немецком языке нет формы множественного числа *die Obsts.,,MEDIUM,study.explanation,GRAMMAR_MORPHOLOGY_OR_FORM,LIKELY_REAL_ERROR,Grammar/orthography bucket (GRAMMAR_MORPHOLOGY_OR_FORM) with non-empty divergent target; likely needs human review.,true
FLAG-ru-other-DISC-G2-A1-RU-L0004,FLAGGED,TARGET_LANGUAGE,ru,DISC-G2-A1-RU-L0004,g2/a1/ru|neu|idx:439|study.explanation|INTERNAL_CONTRADICTION|gpt-5.6-luna,neu|idx:439,study.explanation,a1.card.a1-neu.study.explanation[0],"Galvenā doma: neu nozīmē jauns lietas ziņā — nesen radīts, iegādāts vai pirmoreiz izmantots.","Galvenā doma: neu nozīmē jauns lietas ziņā — nesen radīts, iegādāts vai pirmoreiz izmantots.","Основная идея: neu означает новую вещь — недавно созданную, купленную или использованную впервые.",,MEDIUM,study.explanation,OTHER_REVIEW_REQUIRED,LIKELY_REAL_ERROR,Other bucket (OTHER_REVIEW_REQUIRED) flagged with resolvable staging context.,true
FLAG-sk-wrong_or_mixed-DISC-G2-A1-SK-L0005,FLAGGED,TARGET_LANGUAGE,sk,DISC-G2-A1-SK-L0005,"g2/a1/sk|etwas|idx:169|lv, study|LANGUAGE_MISMATCH|gpt-5.6-luna",etwas|idx:169,"lv, study",a1.card.a1-etwas.native,kaut kas,etwas,Niečo • Trochu,,HIGH,"lv, study",WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-sk-wrong_or_mixed-DISC-G2-A1-SK-L0005,FLAGGED,TARGET_LANGUAGE,sk,DISC-G2-A1-SK-L0005,g2/a1/sk|aber|idx:21|study.translation; study.examples; study.comparison; study.important|WRONG_TARGET_LANGUAGE|gpt-5.6-luna,aber|idx:21,study.translation; study.examples; study.comparison; study.important,a1.card.a1-aber.study.comparison[0].example,"Ich komme, aber später. – Es atnāku, bet vēlāk.","Ich komme, aber später. – Es atnāku, bet vēlāk.","Ich komme, aber später. – Prídem, ale neskôr.",,HIGH,study.translation; study.examples; study.comparison; study.important,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-sk-semantic-DISC-G2-A1-SK-L0005,FLAGGED,TARGET_LANGUAGE,sk,DISC-G2-A1-SK-L0005,g2/a1/sk|Mal|idx:390|translation; study.tip; study.sectionAccents|TRANSLATION_ERROR|gpt-5.6-luna,Mal|idx:390,translation; study.tip; study.sectionAccents,a1.card.a1-mal.study.translation,reize,reize,Čas,,HIGH,translation; study.tip; study.sectionAccents,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-sk-semantic-DISC-G2-A1-SK-L0019,FLAGGED,TARGET_LANGUAGE,sk,DISC-G2-A1-SK-L0019,g2/a1/sk|Freundin|idx:202|lv|TRANSLATION_ERROR|gpt-5.6-luna,Freundin|idx:202,lv,a1.card.freundin.native,draudzene,Freundin,Priateľ,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-sk-multi-G2A1P3-SK-0118,FLAGGED,TARGET_LANGUAGE,sk,G2A1P3-SK-0118,g2/a1/sk|a1-sich|a1.card.a1-sich.native|MULTI_TRANSLATION|deterministic/multi-translation,a1-sich,a1.card.a1-sich.native,a1.card.a1-sich.native,sevi • sev,sich,Seba • Pre seba,,MEDIUM,Multiple translation candidates separated by •,MULTI_TRANSLATION_REVIEW_REQUIRED,LIKELY_REAL_ERROR,Multiple meanings in primary native translation field (• delimiter) likely violates one-card-one-meaning convention.,true
FLAG-sk-missing-DISC-G2-A1-SK-L0023,FLAGGED,TARGET_LANGUAGE,sk,DISC-G2-A1-SK-L0023,g2/a1/sk|Handtuch|idx:270|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna,Handtuch|idx:270,lv,a1.card.handtuch.native,dvielis,Handtuch,Uterák,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-sk-grammar_ortho-DISC-G2-A1-SK-L0002,FLAGGED,TARGET_LANGUAGE,sk,DISC-G2-A1-SK-L0002,g2/a1/sk|lieben|idx:375|lv|PART_OF_SPEECH|gpt-5.6-luna,lieben|idx:375,lv,a1.card.lieben.native,mīlēt,lieben,Láska,,HIGH,lv,GRAMMAR_MORPHOLOGY_OR_FORM,LIKELY_REAL_ERROR,Grammar/orthography bucket (GRAMMAR_MORPHOLOGY_OR_FORM) with non-empty divergent target; likely needs human review.,true
FLAG-sk-other-DISC-G2-A1-SK-L0004,FLAGGED,TARGET_LANGUAGE,sk,DISC-G2-A1-SK-L0004,g2/a1/sk|links|idx:380|lv|DUPLICATION|gpt-5.6-luna,links|idx:380,lv,a1.card.links.native,pa kreisi • kreisais,links,Vľavo • Vľavo,,LOW,lv,DUPLICATION,LIKELY_REAL_ERROR,Other bucket (DUPLICATION) flagged with resolvable staging context.,true
FLAG-sl-wrong_or_mixed-DISC-G2-A1-SL-L0007,FLAGGED,TARGET_LANGUAGE,sl,DISC-G2-A1-SL-L0007,g2/a1/sl|Minute|idx:407|lv|TARGET_LANGUAGE_WRONG|gpt-5.6-luna,Minute|idx:407,lv,a1.card.minute.native,minūte,Minute,minuta,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-sl-wrong_or_mixed-DISC-G2-A1-SL-L0024,FLAGGED,TARGET_LANGUAGE,sl,DISC-G2-A1-SL-L0024,g2/a1/sl|Käse|idx:335|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna,Käse|idx:335,lv,a1.card.kaese.native,siers,Käse,sir,,CRITICAL,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,FALSE_POSITIVE,Very short token/abbreviation may be acceptable unchanged across languages.,true
FLAG-sl-semantic-DISC-G2-A1-SL-L0015,FLAGGED,TARGET_LANGUAGE,sl,DISC-G2-A1-SL-L0015,g2/a1/sl|Programm|idx:484|lv|MISTRANSLATION|gpt-5.6-luna,Programm|idx:484,lv,a1.card.programm.native,programma,Programm,program,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-sl-semantic-DISC-G2-A1-SL-L0009,FLAGGED,TARGET_LANGUAGE,sl,DISC-G2-A1-SL-L0009,g2/a1/sl|Aprikose|idx:40|lv|TRANSLATION_ERROR|gpt-5.6-luna,Aprikose|idx:40,lv,a1.card.aprikose.native,aprikoze,Aprikose,marelica,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-sl-multi-G2A1P3-SL-0097,FLAGGED,TARGET_LANGUAGE,sl,G2A1P3-SL-0097,g2/a1/sl|a1-nach|a1.card.a1-nach.native|MULTI_TRANSLATION|deterministic/multi-translation,a1-nach,a1.card.a1-nach.native,a1.card.a1-nach.native,uz • pēc,nach,v • po,,MEDIUM,Multiple translation candidates separated by •,MULTI_TRANSLATION_REVIEW_REQUIRED,LIKELY_REAL_ERROR,Multiple meanings in primary native translation field (• delimiter) likely violates one-card-one-meaning convention.,true
