finding_stable_ids,escalation_batch_id,decision_target_key,non_owner_identity_hash,unresolved_category,owner_status_before,owner_decision_before,owner_note_before_prefix,owner_status_after,owner_decision_after,owner_note_after_prefix,decision_rule,decision_provenance
"g2/a1/sk|a1-also|a1.card.a1-also.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","286b9f9eaa62d8285d13124719a363bc28c75149dbed88f63d0957bd4aeac355","66db6b9cb636064f9b0c406418d61b6ff41268c4db1ed04f4cb563d514249676","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-an|a1.card.a1-an.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","c6966837bc1b41c169018895487d764cdd64b3800d692753c9b49b032025b092","0e7aea5407511a9779ed5f5571b565d37df6995ceae85bcb2c72bce3d78aca68","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-an|a1.card.a1-an.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","3bfd8cbc4e6423414705c3a540843bc7616e117b7dbcaa9c0234774a9d5c99a4","57bd3d33bc7a06a93450b0583858478eea0aa818856431f7b70cb1d0604c50be","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-aufs|a1.card.a1-aufs.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","bd83e901b60fca75132fa1b86c2534d88b8ac23d3864c80924128e6a4e7d0412","30b3eab20ed7cee787e90dfd7f45ffbab5972217658bf8cb781c82f2d4a62afa","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-aufs|a1.card.a1-aufs.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","d83f5716600ebf5e136eb2a1def24e97dfe77dfcfb7ac0a247ef1745b966a3dd","cd23f25a4269372aada7ff1a3834ebed2ec1c901509f9d7142a9b008e62d18e8","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-auf|a1.card.a1-auf.study.important[1]|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","4b634cda651e9696147f8a31dd3cfdc8dba74f59e2161682ece0839f7e812aa0","0a5f01d6949fe4bcf1ef814671470b1ddaff42ebd2208c1e63b738c30b1fa8d4","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-aus|a1.card.a1-aus.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","b36a32b3949d4a0f5f1de3cfbeb1e8114da123d8eb19b44a0272b59fdbd1e578","16f34141e5140e94106ffed71415cb7571d6da8dc45ca78a68eddaa1cfeb367e","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-aus|a1.card.a1-aus.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","9998f67be8eb48a510a3fa6d325d29eef9f3cac465ea1592516b0b5912485c41","e8d47d290ab54a50a0e172494ebfedb1d60b25ec4c7aba7215a797f8ec4db78f","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-besuchen|a1.card.a1-besuchen.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","4724e2820853837a0bf40a633427ef68e2bba3ddea6538ea5162a779ab594e37","5ffdd28a1e8093708a11cdcb45e8415a941c3b21fa2af11385a9de3f994c98ae","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-besuch|a1.card.a1-besuch.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","3235e6e9c4dbce9ecdabad735659d89b276c6151539468ed1c3184c03a36a9f0","b1344711e070c81a418f7c32ef58b895e0e3841e97c857904bdc9827993a7e69","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-bis|a1.card.a1-bis.study.important[1]|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","576387ea2e10cca3cd5739b9cf52f4c41c5c4447730cb82776bb5c789fb758f8","36bd3b7a4a681a9d3c2264cfc9647447dd27f378759e96eaa57ef105b8db0c01","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-bleiben|a1.card.a1-bleiben.study.important[1]|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","a562d307a185a0735e3a7104e702b6c94245f777c84d4477eaff472b47d1178e","e7d8aedacaf21d4065a0383c6b98fc4dbc97ddbd0b449d34bc01280e377843c7","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-bringen|a1.card.a1-bringen.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","ff06d2c28147bb8cff1a385e934f15c2c5b2fff47d835ea21b101efe929871d5","9de45b77c53f795052f1f2153bd5a4269521c5672323bccecad32152f5ec70f0","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-bringen|a1.card.a1-bringen.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","135b843f9d38868fa269ab2ca6dcab12da94ab5928168ce0e7676a5e60634177","57464422b6485b35e8050c32da93b72c45ede9b71c4d89e56632752eac587644","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-dass|a1.card.a1-dass.study.comparison[1].meaning|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","6bce402aeb15040dbd944d77ae34c775a2c871dfc2da1a9059a022969eb89e44","0830f2e5b0608816ee2a5129f18e44654589e647afd071272c3f27e9df875b61","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-das|a1.card.a1-das.study.comparison[2].meaning|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","725c99cb86b60c7caf4fcdde4e2dfe086b0f8b00bbfc8024c9d06eef81d699bc","e3c2b3cefe4d188af67ae19f92e2ce25478f6b07557c7f20f484911731581e0c","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-da|a1.card.a1-da.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","b051a93647c825cde799cbbd2a61738e773b0d5edf4145b1dde53aa27e0ec17f","14c28f650ffaa5319360dd21358dd98cbe9f3d9019aa2c1154fa969631c94a06","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-einmal|a1.card.a1-einmal.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","628fbf7d308b643eebde8aecb469c13c7cfc4b54f117e692a7af4af2e60f8426","3210c9b4ebc60dead5f1177e97d98645236f1dd21a2ae3120f6e70b8dd9619ac","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-einmal|a1.card.a1-einmal.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","0cb3b4485168711d74b764049116b4b532c06abb3d2719f3efc213c7cb739c29","ee721048fb0f7e2d7fa2d47e191aa7d0ba4fc77b1793d13810c35525e7672868","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-ein|a1.card.a1-ein.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","130da8cca78727003e04312bb3b8439d12b9e85d6d147e3932e73dba8e405f21","58f3a7b3f14dab45aeb3ef737f55c67e77f869c4dddae431edd822b69e5f08c6","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-ein|a1.card.a1-ein.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","c6fdbff532ebc7cd9e32dd3149a7304515dee81738fa8a52eb4be2fd3ffbd72e","8dd06662b5bf05eae8e4fbd38c83898d23c43c1bf1d566565c28047eb436392d","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-eis|a1.card.a1-eis.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","ebeb382a167490699f37588e783a4088a0e7bb5c15e9000c6fd2076974ed92cb","ef2f8e59d5b96caaf2ffd20b905d077f8408dd0b756dafe22fafe3c150dd97c5","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-eis|a1.card.a1-eis.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","de564eb1bbdbf4308a0672680ec3cca2ef1601a1d63a7ca7107ee96d364c4419","2b5df6ce7ec29b101f29107a541129b336fed4788b8fa4e6fdff15984995c657","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-erst|a1.card.a1-erst.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","9325a06d4c9f804661c0b4a8fefd0eab099da9663a32717def1a522df920d0b0","874aa040d3dcf058e06a0c634ce6571e78d9426bf740d8bec90c95b07288efaa","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-erst|a1.card.a1-erst.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","d439fda6ae4e065da178542ce4d157b7272f5d2c79f311ca719fad0078dd6b76","9caa5130f7a22426b14037c490f11aac7c51ec86924291a5365f72b084d2973c","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-erst|a1.card.a1-erst.study.important[1]|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","dfdae960e8e0263b85390013c8609fbbd6e2257e722169630a47d18de24b88ae","66faf83734ea886d6d9e68bfe50655e6a7ad96ef64c337621a84261c3d48645f","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-erst|a1.card.a1-erst.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","364551bbf6e2c57b19424525277d5994edb66c4aad22821824c6bf05e1ba1f08","13792f110bbf6d2a7aff85ee7bd2015a02f64dd3197643a110e033ecd5c7116f","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-essen-study|a1.card.a1-essen-study.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","f3b2461f9b909cd10e521de439a6fa357fceee2351d537c7947f5a3b4406d59f","0260fdc3b3f1cb021f075a1601c3dd9ae6d7d001650799290c043658ff3d3406","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-essen-study|a1.card.a1-essen-study.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","55d2c5970530fe0b7ad5488ba481918bc9e3bec378a51b8bc6d7b6cb6ec73ee4","98438d3e8768d764d581d80ba204357ab565d5fc2052fb5b90e1572018dbc25f","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-es|a1.card.a1-es.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","f44b6f254e8977a37e12c45e75c5f1f054599631ff034a974779b47beca470e0","3c9b210447d863a41e61fc57b61513e4aea5a0891d0b9389f7fecfb3e83de382","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-es|a1.card.a1-es.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","0a1f01ce0b83ea1cba5a6a1d3cababb05c85c2106ca1c033cb08fd9d5e99ecd7","942882dd7ac5a326eb29bf9cf26c6e42d95b8491c4db617edc4faab26bdc9d11","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-es|a1.card.a1-es.study.important[1]|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","dc176c9d77915ce9fa3b2dde088dfd7325411c0d80ffe35bf26b3d41bd8fbac8","a2387541ee312c5e65e397190c04c678f40bc75f6cc0f1f3b68029083e46af9c","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-es|a1.card.a1-es.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","42f633756282b2ce4f6dc5f1c62d35f779e022839b2a31b18f28db91c50c5236","baf9068316a3af62e0b6d1cd6516c4173f8b6124eefe5cdcf9d31d998076e047","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-etwas|a1.card.a1-etwas.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","acb71e58fb32b6c2edcb6849d6366df3679d29aba395adadb698be2244a80d02","5685db9bb621c81493fc27f0a2d06d4f6f966943dc01f40c7dfbf10055e0639c","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-etwas|a1.card.a1-etwas.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","eb5b80d49e7594e8a8cf9bc53997da515d2f802e94419edf4520818a74c6a6d2","4eee6030ab0218c0170cf868343d3474c785d64ae7950b6a4ae291b9eadf4bc9","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-euch|a1.card.a1-euch.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","7a1d8b305f8fd4e1db60be48da751d647d6d225437046ccbb3b4cefd670cf294","fb7109a657f32954ac10551561ef8c71ea1b6dc1703307496b39590d801b3ff5","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-euch|a1.card.a1-euch.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","f52cd4ab7b68c14ecd54912e7c2ff0bed3f688cd4cef785b1d26921e68673454","46d6a01b231e9d5fd7ca1a9787cc1c6225bf3d14b8ef57dbc26772c0d6388ab1","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-fahren|a1.card.a1-fahren.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","d65ab5650ee8155de9b2b2d8c399204e0b8ec47c9ee09afd7ac6b8625683e6ad","7d3b7a40eb2bea33dd81aa7c546f6980d3c777ea27adc6b00fd33585690cb626","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-fahren|a1.card.a1-fahren.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","d993c35a9fad8ca14442c348862f3cc1393c47b5715f3183bcbc1f2e1cf5debc","9e445f44b77f8b568bf61fc712a1f6a86f861c6392000c42b2e38c2beaa46c06","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-finden|a1.card.a1-finden.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","014a39cb9832da5b6a5847b311b8e0700ab9d77094bf2400ce992c3692e5fbd6","490dde9b01702a57abb32052f760f8c49f841d6c207df680a669ea780d770553","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-finden|a1.card.a1-finden.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","39969c056b21bca7f49c567e468cf13d45277ee6aaf455216fd7ba4eba082771","8a348386abd8a166211cab0329bcd65ac3a6e19676db380a283a520f907e9ee4","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-frau|a1.card.a1-frau.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","b11ee40f256e7f4d58e2d997b1d2502fe370d17d30809cf2741cc1337fbfd49c","b0099c161acb85dd3a4181242d1beb536cdd9c41ec1a1d6f50f4205788a20f2e","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/sk|a1-frau|a1.card.a1-frau.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ESC-070","13cb830212899660e63c57077a41ce41aeb9dbb4ec7370befee9509b86d324b8","ef907751e06fff8ba416eb5ea38e01860ceddf0d99635b2f1e5645ceff3e36a4","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
